"nid","source","path"
"2570","/node/2570","/properties/65-riesling-court"
"2565","/node/2565","/news/great-southern-homes-leaders-awarded-outstanding-building-industry-honors"
"2560","/node/2560","/properties/4125-enclave"
"2551","/node/2551","/properties/40-montecello-lane-lot-8"
"2550","/node/2550","/properties/2899-girard-dr"
"2548","/node/2548","/properties/1496-smyrna-road"
"2542","/node/2542","/properties/30-donemere-way"
"2541","/node/2541","/properties/108-donemere-way"
"2535","/node/2535","/properties/157-champions-village"
"2533","/node/2533","/news/moving-forward-centennial-park-fort-jackson-columbia-sc"
"2531","/node/2531","/properties/71-tidelands-trail"
"2530","/node/2530","/properties/64-tidelands-trail"
"2529","/node/2529","/properties/224-ponte-vedra"
"2519","/node/2519","/properties/236-sunset-point-drive"
"2516","/node/2516","/properties/204-ponte-vedra-drive"
"2509","/node/2509","/properties/523-walking-lane"
"2508","/node/2508","/properties/319-scottsdale-court"
"2507","/node/2507","/properties/331-scottsdale-court"
"2506","/node/2506","/properties/316-scottsdale-court"
"2505","/node/2505","/news/great-southern-homes-voted-best-builder-state-newspaper"
"2501","/node/2501","/properties/412-brushbrook"
"2493","/node/2493","/properties/3039-wild-turkey"
"2486","/node/2486","/properties/100-dunsborough-drive"
"2484","/node/2484","/news/champions-village-murrells-inlet-sc-chosen-best-residential"
"2477","/node/2477","/news/great-southern-homes-and-bia%E2%80%99s-charitable-foundation-build-new-boys-cottage-boys-farm-newberry"
"2476","/node/2476","/properties/20-turnbridge-court"
"2474","/node/2474","/properties/2932-girard-5"
"2473","/node/2473","/properties/248-claudia-drive"
"2472","/node/2472","/properties/244-claudia-drive"
"2470","/node/2470","/properties/241-claudia-drive"
"2465","/node/2465","/properties/175-kirkwood-drive"
"2460","/node/2460","/properties/17-chillingham-circle"
"2454","/node/2454","/properties/688-gladiolus-drive-columbia-sc-29229"
"2447","/node/2447","/properties/216-donemere-way"
"2446","/node/2446","/properties/57-lillie-lane"
"2445","/node/2445","/properties/66-lillie-lane"
"2444","/node/2444","/properties/10-ellard-court"
"2442","/node/2442","/properties/109-brierfield-way"
"2441","/node/2441","/properties/16-sixty-oaks-lane"
"2438","/node/2438","/properties/212-donemere-way"
"2428","/node/2428","/properties/507-connecticut-ave"
"2424","/node/2424","/properties/3149-woodside"
"2418","/node/2418","/properties/2134-bonneville-circle"
"2417","/node/2417","/properties/2122-bonneville-circle-aiken-sc-29801"
"2416","/node/2416","/properties/2114-bonneville-circle-aiken-sc-29801"
"2415","/node/2415","/properties/139-limestone-rd"
"2414","/node/2414","/properties/2108-bonneville-circle-aiken-sc-29801"
"2413","/node/2413","/properties/3825-moseley-drive-lot-56"
"2410","/node/2410","/properties/3797-moseley-drive"
"2409","/node/2409","/properties/3830-moseley-drive"
"2408","/node/2408","/properties/133-limestone-rd"
"2394","/node/2394","/properties/465-albemarle-2"
"2393","/node/2393","/properties/10-minuteman-ln-24"
"2392","/node/2392","/properties/3801-mosely-drive"
"2389","/node/2389","/properties/4128-enclave-dr"
"2387","/node/2387","/properties/4120-enclave-dr"
"2386","/node/2386","/properties/4141-enclave-dr"
"2384","/node/2384","/properties/2531-foxcroft-cir-33"
"2377","/node/2377","/properties/3157-woodside"
"2372","/node/2372","/properties/mh-32b"
"2371","/node/2371","/properties/mh-32a"
"2350","/node/2350","/properties/206-tulip-drive"
"2346","/node/2346","/properties/59-carina-lane"
"2344","/node/2344","/properties/46-riesling-court"
"2343","/node/2343","/properties/6-lillie-lane"
"2334","/node/2334","/news/great-southern-homes-names-pete-kellos-upstate-division-manager"
"2333","/node/2333","/properties/39-tidelands-trail"
"2327","/node/2327","/properties/80-saresden-cove"
"2326","/node/2326","/properties/30-saresden-cove"
"2325","/node/2325","/properties/939-yarrow-lane"
"2309","/node/2309","/properties/299-longmont-drive"
"2306","/node/2306","/properties/230-sunset-point-drive"
"2301","/node/2301","/properties/5-turnbridge-court"
"2300","/node/2300","/properties/9030-belvidere-dr"
"2299","/node/2299","/properties/9026-belvidere-dr"
"2297","/node/2297","/news/great-southern-homes-ranked-1-builder-columbia-sc-and-8-greenville-sc"
"2292","/node/2292","/properties/193-viewmont-drive"
"2290","/node/2290","/properties/109-viewmont-drive"
"2289","/node/2289","/properties/106-viewmont-drive"
"2288","/node/2288","/properties/114-viewmont-drive"
"2287","/node/2287","/properties/162-viewmont-drive"
"2286","/node/2286","/properties/118-viewmont-drive"
"2284","/node/2284","/properties/122-viewmont-drive"
"2283","/node/2283","/properties/102-viewmont-drive"
"2282","/node/2282","/properties/3147-mayflower"
"2281","/node/2281","/properties/3145-mayflower"
"2277","/node/2277","/properties/3141-mayflower-ln"
"2275","/node/2275","/properties/3133-mayflower-ln"
"2271","/node/2271","/properties/619-pinnacle-way"
"2267","/node/2267","/properties/117-viewmont-dr"
"2264","/node/2264","/news/why-buying-new-home-better-fixer-upper"
"2263","/node/2263","/properties/165-tahoe-drive"
"2262","/node/2262","/properties/173-tahoe-drive"
"2261","/node/2261","/properties/169-kirkwood-drive"
"2253","/node/2253","/news/buying-your-first-home-year-or-less"
"2252","/node/2252","/properties/228-ponte-vedra-drive"
"2231","/node/2231","/properties/105-champions-village-drive"
"2229","/node/2229","/properties/304-scottsdale-court"
"2222","/node/2222","/properties/412-brushbrook-dr"
"2221","/node/2221","/properties/408-brushbrook-dr"
"2220","/node/2220","/properties/4137-rodanthe"
"2211","/node/2211","/news/great-southern-homes-ranked-3rd-fastest-growing-private-builder-nation"
"2207","/node/2207","/news/window-door-trends-2017"
"2206","/node/2206","/properties/247-claudia-drive"
"2204","/node/2204","/properties/240-claudia-drive"
"2201","/node/2201","/properties/164-tahoe-drive"
"2200","/node/2200","/properties/170-tahoe-drive"
"2199","/node/2199","/properties/202-tahoe-drive"
"2195","/node/2195","/properties/719-lamberts-way"
"2192","/node/2192","/properties/722-lamberts-way"
"2191","/node/2191","/properties/620-grendal-court"
"2188","/node/2188","/news/8-home-safety-tips-homeowners"
"2187","/node/2187","/properties/107-nobility-drive"
"2186","/node/2186","/properties/139-nobility-drive"
"2183","/node/2183","/properties/137-nobility-drive"
"2181","/node/2181","/properties/111-nobility-drive"
"2180","/node/2180","/properties/135-nobility-drive"
"2168","/node/2168","/properties/26-jubilee-ct"
"2157","/node/2157","/properties/924-yarrow-lane"
"2155","/node/2155","/properties/943-yarrow-lane"
"2153","/node/2153","/properties/927-yarrow-lane"
"2152","/node/2152","/properties/64-carina-lane"
"2149","/node/2149","/properties/47-carina-lane"
"2148","/node/2148","/properties/969-red-hill-rd"
"2147","/node/2147","/properties/965-red-hill-rd"
"2145","/node/2145","/properties/94-lillie-lane"
"2143","/node/2143","/properties/2-lillie-lane"
"2135","/node/2135","/properties/3050-inland-court"
"2134","/node/2134","/properties/3051-inland-court"
"2130","/node/2130","/properties/9-ellard-court"
"2129","/node/2129","/properties/1220-franfisher-dr-247"
"2128","/node/2128","/properties/1045-wilcroft-dr-194"
"2113","/node/2113","/properties/594-compass-rose-way"
"2112","/node/2112","/properties/545-compass-rose-way"
"2111","/node/2111","/news/professional-builder-magazine-interviews-mike-nieri-president-great-southern-homes"
"2110","/node/2110","/news/top-5-home-design-trends-2017"
"2107","/node/2107","/news/be-champion-green-living-smart-home"
"2105","/node/2105","/news/great-southern-homes-continues-lead-midlands-sc-new-home-sales"
"2296","/node/2296","/news/great-southern-homes-opens-new-divisional-offices"
"2097","/node/2097","/properties/1215-franfisher-dr-120"
"2096","/node/2096","/properties/1210-franfisher-dr-246"
"2095","/node/2095","/properties/3715-katwallace-cir-141"
"2090","/node/2090","/properties/2035-indiangrass-cove"
"2089","/node/2089","/properties/2125-canadiangeese-dr"
"2087","/node/2087","/news/moving-day-tips-relocation-survival-guide"
"2084","/node/2084","/properties/105-brandau-lane"
"2073","/node/2073","/properties/120-brierfield-way"
"2060","/node/2060","/properties/104-donemere-way"
"2050","/node/2050","/properties/103-brandau-lane"
"2049","/node/2049","/news/modern-home-builder-magazine-features-great-southern-homes"
"2043","/node/2043","/news/organizing-your-home-5-tips-keep-mind"
"2036","/node/2036","/news/5-critical-questions-ask-when-buying-new-home"
"2035","/node/2035","/properties/50-donemere-way"
"2027","/node/2027","/news/gsh-sales-team-shines-outstanding-performance-awards"
"2024","/node/2024","/news/great-southern-homes-has-outstanding-night-2016-regal-awards"
"2013","/node/2013","/properties/711-lamberts-way"
"2012","/node/2012","/properties/607-grendal-court"
"2011","/node/2011","/properties/320-wendemere-drive"
"1999","/node/1999","/properties/1472-smyrna-rd"
"1998","/node/1998","/properties/1470-smyrna-rd"
"1992","/node/1992","/properties/103-switch-grass-drive"
"1991","/node/1991","/properties/658-hallman-wagon-rd"
"1990","/node/1990","/properties/102-switch-grass-drive"
"1964","/node/1964","/properties/242-claudia-drive"
"1953","/node/1953","/properties/928-yarrow-lane"
"1945","/node/1945","/properties/191-tahoe-drive"
"1944","/node/1944","/properties/203-tahoe-drive"
"1939","/node/1939","/properties/jericho-circle"
"1937","/node/1937","/properties/749-jericho-circle"
"1936","/node/1936","/properties/721-jericho-circle"
"1935","/node/1935","/properties/736-jericho-circle"
"1933","/node/1933","/properties/773-jericho-circle"
"1932","/node/1932","/properties/115-regency-place"
"1931","/node/1931","/properties/119-regency-place"
"1930","/node/1930","/properties/123-regency-place"
"1929","/node/1929","/properties/127-regency-place"
"1928","/node/1928","/properties/131-regency-place"
"1918","/node/1918","/news/great-southern-homes-makes-strides-organizational-changes-propel-growth"
"1873","/node/1873","/properties/112-donemere-way"
"1857","/node/1857","/properties/135-regency-place"
"1856","/node/1856","/properties/111-regency-place"
"1855","/node/1855","/properties/107-regency-place"
"1850","/node/1850","/properties/218-nitsill-court"
"1848","/node/1848","/properties/318-summit-bluff-court"
"1846","/node/1846","/properties/314-summit-bluff-court"
"1900","/node/1900","/news/home-builders-association-sc-names-michael-nieri-president-great-southern-homes-builder-member"
"1829","/node/1829","/properties/108-brierfield-way"
"1828","/node/1828","/properties/46-donemere-way"
"1825","/node/1825","/properties/103-regency-place"
"1824","/node/1824","/properties/533-compass-rose-way"
"1823","/node/1823","/properties/522-compass-rose-way"
"1804","/node/1804","/properties/485-continental-dr-25"
"1802","/node/1802","/properties/20-minutemen-ln-23"
"1773","/node/1773","/properties/139-regency-place"
"1771","/node/1771","/properties/324-wendemere-drive"
"1770","/node/1770","/properties/annaberry-wendemere"
"1750","/node/1750","/properties/1344-blankenship-pl-106"
"1744","/node/1744","/properties/2972-girard-dr-10"
"1905","/node/1905","/news/cardinal-newman-football-field-be-dedicated-halftime-friday-sep-6-2016"
"1742","/node/1742","/properties/425-coral-rose-drive"
"1715","/node/1715","/properties/316-breton-march-court"
"1714","/node/1714","/properties/723-lamberts-way"
"1713","/node/1713","/properties/243-longmont-drive"
"1712","/node/1712","/properties/623-grendal-court"
"1700","/node/1700","/properties/200-donemere-way"
"1699","/node/1699","/properties/105-donemere-way"
"1698","/node/1698","/properties/14-donemere-way"
"1697","/node/1697","/properties/38-donemere-way"
"1696","/node/1696","/properties/208-donemere-way"
"1695","/node/1695","/properties/5-ellard-court"
"1680","/node/1680","/properties/142-regency-place"
"1679","/node/1679","/properties/138-regency-place"
"1676","/node/1676","/properties/950-rockdale-blvd-164"
"1673","/node/1673","/properties/1110-rockdale-blvd-78"
"1634","/node/1634","/properties/122-regency-place"
"1633","/node/1633","/properties/201-palm-hill-court"
"1632","/node/1632","/properties/229-palm-hill-court"
"1631","/node/1631","/properties/126-regency-place"
"1628","/node/1628","/properties/527-compass-rose-way"
"1627","/node/1627","/properties/528-compass-rose-way"
"1625","/node/1625","/properties/534-compass-rose-way"
"1615","/node/1615","/properties/13-turnbridge-court"
"1614","/node/1614","/properties/19-turnbridge-court"
"1613","/node/1613","/properties/25-turnbridge-court"
"1612","/node/1612","/properties/6-turnbridge-court"
"1902","/node/1902","/news/great-southern-homes-ranked-74th-largest-builder-and-6th-fastest-growing-private-builder-nation"
"1909","/node/1909","/news/donors-and-volunteers-build-new-residency-cottages-newberrys-boys-farm-0"
"1903","/node/1903","/news/great-southern-homes-surpasses-two-impressive-milestones"
"1500","/node/1500","/properties/1021-rabon-pond-drive"
"1487","/node/1487","/properties/65-needle-palm-way"
"1466","/node/1466","/properties/365-thoroughbred-way"
"1465","/node/1465","/properties/374-thoroughbred-way"
"1464","/node/1464","/properties/377-thoroughbred-way"
"1449","/node/1449","/properties/354-thoroughbred-way"
"1427","/node/1427","/properties/58-acropolis-court"
"1426","/node/1426","/properties/82-acropolis-court"
"1425","/node/1425","/properties/78-acropolis-court"
"1420","/node/1420","/properties/222-isom-lane"
"1904","/node/1904","/news/great-southern-homes-finishes-first-2015-midlands-sc-new-home-sales"
"1378","/node/1378","/properties/318-copper-queen-court"
"1361","/node/1361","/properties/589-cornerstone-circle"
"1360","/node/1360","/properties/585-cornerstone-circle"
"1359","/node/1359","/properties/593-cornerstone-circle"
"1358","/node/1358","/properties/584-cornerstone-circle"
"1326","/node/1326","/properties/314-copper-queen-court"
"1325","/node/1325","/properties/326-copper-queen-court"
"1323","/node/1323","/properties/322-copper-queen-court"
"1321","/node/1321","/properties/688-cornerstone-circle"
"1317","/node/1317","/properties/238-bronze-bluff-court"
"1312","/node/1312","/properties/689-cornerstone-circle"
"1290","/node/1290","/properties/519-lilypad-court"
"1280","/node/1280","/properties/535-lilypad-court"
"1279","/node/1279","/properties/531-lilypad-court"
"1271","/node/1271","/properties/234-secretariat-drive"
"1261","/node/1261","/properties/242-bronze-bluff-court"
"1260","/node/1260","/properties/323-copper-queen-court"
"1256","/node/1256","/properties/439-forrest-creek-way"
"1231","/node/1231","/properties/428-forest-creek-way"
"1230","/node/1230","/properties/442-forest-creek-way"
"1192","/node/1192","/properties/241-secretariat-drive"
"1171","/node/1171","/properties/107-lost-lure-lane"
"1163","/node/1163","/properties/580-cornerstone-circle"
"1149","/node/1149","/properties/235-secretariat-drive"
"1118","/node/1118","/properties/75-acropolis-court"
"1117","/node/1117","/properties/246-secretariat-drive"
"1102","/node/1102","/properties/129-lost-lure-lane"
"1097","/node/1097","/properties/55-blanchelle-court"
"1083","/node/1083","/properties/226-bronze-bluff-court"
"1070","/node/1070","/properties/122-winning-ticket-drive-0"
"1069","/node/1069","/properties/228-secretariat-drive"
"1052","/node/1052","/properties/520-brody-park-road"
"1036","/node/1036","/properties/230-bronze-bluff-court"
"1024","/node/1024","/properties/519-lilly-pad-court"
"1013","/node/1013","/properties/306-copper-queen-court"
"1011","/node/1011","/properties/223-secretariat-drive"
"1010","/node/1010","/properties/122-winning-ticket-drive"
"1009","/node/1009","/properties/217-secretariat-drive"
"1008","/node/1008","/properties/118-winning-ticket-drive"
"1007","/node/1007","/properties/229-secretariat-drive"
"1006","/node/1006","/properties/439-forest-creek-way"
"1005","/node/1005","/properties/220-secretariat-drive"
"1004","/node/1004","/properties/216-secretariat-drive"
"973","/node/973","/properties/42-blanchelle-court"
"960","/node/960","/properties/597-cornerstone-circle"
"957","/node/957","/properties/114-lost-lure-lane"
"955","/node/955","/properties/604-cornerstone-circle"
"950","/node/950","/properties/213-durden-park-row"
"944","/node/944","/properties/413-running-bear-court"
"852","/node/852","/properties/169-stonemont-drive"
"851","/node/851","/properties/173-stonemont-drive"
"844","/node/844","/properties/233-palm-hill-court"
"824","/node/824","/properties/104-winning-ticket-drive"
"819","/node/819","/properties/526-lilypad-court"
"797","/node/797","/properties/111-eugene-court"
"793","/node/793","/properties/54-acropolis-court"
"791","/node/791","/properties/10-montague-court"
"790","/node/790","/properties/1203-ancrums-ferry-road"
"789","/node/789","/properties/1195-ancrums-ferry-road"
"747","/node/747","/properties/255-flinchum-place"
"735","/node/735","/properties/120-driftwood-avenue"
"730","/node/730","/properties/21-ashmore-place"
"722","/node/722","/properties/388-blythe-creek-drive"
"719","/node/719","/properties/353-blythe-creek-drive"
"717","/node/717","/properties/352-blythe-creek-drive"
"614","/node/614","/properties/271-flinchum-place"
"502","/node/502","/properties/carter-stonington"
"490","/node/490","/properties/dogwood-stonington"
"489","/node/489","/properties/510-lily-pad-circle"
"470","/node/470","/properties/bentgrass-stonington"
"450","/node/450","/properties/133-palm-hill-drive"
"375","/node/375","/properties/sonoma-forest-creek"
"368","/node/368","/properties/tidewater-deer-lake"
"361","/node/361","/properties/bentgrass-centennial-lake-carolina"
"360","/node/360","/properties/royce-brickside-village"
"358","/node/358","/properties/annaberry-brickside-village"
"351","/node/351","/properties/bentgrass-blythecreek"
"339","/node/339","/properties/tidewater-ridgeview"
"331","/node/331","/properties/bentgrass-ridgeview"
"330","/node/330","/properties/annaberry-ridgeview"
"326","/node/326","/properties/palmetto-palmetto-courtyards"
"316","/node/316","/properties/crestview-ii-stoney-pointe"
"315","/node/315","/properties/bentgrass-stoney-pointe"
"297","/node/297","/properties/edgewater-cobbs-hill"
"288","/node/288","/properties/harborview-d-sageland-place"
"287","/node/287","/properties/haborview-c-sageland-place"
"286","/node/286","/properties/haborview-b-sageland-place"
"285","/node/285","/properties/crestview-ii-sageland-place"
"279","/node/279","/properties/bentgrass-canary-woods"
"277","/node/277","/properties/annaberry-canary-woods"
"269","/node/269","/properties/bentgrass-pocalla-springs"
"249","/node/249","/properties/arbor-arbors"
"242","/node/242","/properties/bentgrass-wedwood-community"
"241","/node/241","/properties/bamburg-wedwood-community"
"240","/node/240","/properties/annaberry-wedwood-community"
"233","/node/233","/properties/annaberry-hunters-crossing"
"228","/node/228","/properties/sonoma-bridlewood-farms"
"182","/node/182","/properties/515-sagauro-court"
"159","/node/159","/properties/3680-galloway-lane"
"111","/node/111","/properties/225-saskatoon-dr"
"133","/node/133","/properties/31-mauser-drive"
"90","/node/90","/properties/19-n-silas-brook-court"
"94","/node/94","/properties/194-mesa-verde-drive"
"98","/node/98","/properties/2-yellow-flag-ct"
